-100000000 1229310.5330105
-99000000 1257260.43230194
-98000000 1258095.50421412
-97000000 1258051.500624
-96000000 1256369.80294844
-95000000 1255087.81807409
-94000000 1251948.59938844
-93000000 1247803.60577695
-92000000 1244255.77339906
-91000000 1240510.17273406
-90000000 1237115.42646303
-89000000 1234910.86590469
-88000000 1232399.38178956
-87000000 1229509.36431739
-86000000 1226188.72863169
-85000000 1221343.11712981
-84000000 1215786.21480967
-83000000 1210953.66976596
-82000000 1207548.2837321
-81000000 1206579.12500866
-80000000 1205027.08659007
-79000000 1204577.56777393
-78000000 1203353.96777348
-77000000 1200771.40823799
-76000000 1197137.4807537
-75000000 1196053.30772983
-74000000 1189884.25746254
-73000000 1188663.29424891
-72000000 1186669.33312568
-71000000 1186495.95183668
-70000000 1184206.00684536
-69000000 1180222.86067073
-68000000 1174277.09612496
-67000000 1167390.03444878
-66000000 1162313.80836221
-65000000 1158739.75523048
-64000000 1157026.1581573
-63000000 1157397.0761465
-62000000 1158413.95089394
-61000000 1158645.44122918
-60000000 1157289.07853236
-59000000 1152735.86800136
-58000000 1149520.38908383
-57000000 1146389.99695879
-56000000 1144816.6581237
-55000000 1146173.55967254
-54000000 1149756.74938488
-53000000 1151574.04973695
-52000000 1153395.83699452
-51000000 1149968.46427113
-50000000 1033384.3338674
-49000000 1113334.15013684
-48000000 1158857.92268387
-47000000 1168032.52115955
-46000000 1175891.54088026
-45000000 1183056.3085348
-44000000 1191432.55586809
-43000000 1198281.86028851
-42000000 1205953.43219433
-41000000 1212853.0604973
-40000000 1220505.33426954
-39000000 1232231.540698
-38000000 1241558.75910168
-37000000 1252684.80702415
-36000000 1261148.29893407
-35000000 1266446.43946005
-34000000 1268493.01363985
-33000000 1193020.64952784
-32000000 1267630.26742927
-31000000 1283793.10587152
-30000000 1292232.79163136
-29000000 1300529.01017306
-28000000 1308517.66474118
-27000000 1314798.78158958
-26000000 1320138.90962669
-25000000 1328630.05589279
-24000000 1327954.56699759
-23000000 1332057.56336655
-22000000 1338506.38602992
-21000000 1347078.3774152
-20000000 1357753.69844012
-19000000 1365907.49590426
-18000000 1375289.05362707
-17000000 1383339.53399924
-16000000 1390391.93923686
-15000000 1396081.52470094
-14000000 1401634.47889732
-13000000 1407191.76271614
-12000000 1413070.42229318
-11000000 1418642.38101918
-10000000 1425001.3803042
-9000000 1427050.47467548
-8000000 1419951.67562612
-7000000 1351994.27896477
-6000000 1457715.79874331
-5000000 1465260.58257261
-4000000 1469440.47973081
-3000000 1467477.73405911
-2000000 1451451.26870688
-1000000 1404410.049615
0 702427.422643281
1000000 1424821.31219058
2000000 1488077.66746275
3000000 1518880.63242192
4000000 1538922.25955301
5000000 1554688.33176894
6000000 1566944.62806605
7000000 1576058.61532732
8000000 1462730.83591725
9000000 1456175.23182034
10000000 1350919.38520614
11000000 1485166.79063545
12000000 1518328.9694135
13000000 1522745.51393605
14000000 1410928.89430736
15000000 1392224.13291257
16000000 1483002.05662443
17000000 1517387.81076362
18000000 1537664.75219558
19000000 1551964.57226825
20000000 1562890.84075486
21000000 1555253.54869738
22000000 1474731.36614056
23000000 1566187.78889286
24000000 1581556.89129179
25000000 1595945.33358476
26000000 1602633.36839772
27000000 1614169.8703696
28000000 1623851.01405368
29000000 1631145.82365175
30000000 1632732.14348545
31000000 1619054.36714997
32000000 1619860.57280796
33000000 1644119.07102303
34000000 1664969.09167928
35000000 1680112.97609357
36000000 1688633.99372133
37000000 1678418.74946838
38000000 1578730.12555267
39000000 822414.045262706
40000000 1092950.08270462
41000000 1482243.29493944
42000000 1608326.64697249
43000000 1667403.16023623
44000000 1699501.1249712
45000000 1713311.49516819
46000000 1713456.09525176
47000000 1696862.5886151
48000000 1663510.73660647
49000000 1613686.67858059
50000000 1461214.62527098
51000000 1447514.38002222
52000000 1318757.57535246
53000000 1131412.56243899
54000000 863916.99959184
55000000 604178.862869739
56000000 510492.73459413
57000000 673167.38690005
58000000 1033414.92575197
59000000 1500811.84206907
60000000 1443885.1072687
61000000 1051132.75334024
62000000 714871.303164208
63000000 580583.770484775
64000000 574802.304471783
65000000 616668.716305813
66000000 671349.588455801
67000000 725627.489751802
68000000 777289.840662274
69000000 824473.175800286
70000000 867966.371639736
71000000 907764.287134048
72000000 942430.154574825
73000000 973301.170326479
74000000 1001732.53718076
75000000 1029909.82459495
76000000 1049444.30317997
77000000 1070733.93591585
78000000 1092468.5748388
79000000 1112747.18445276
80000000 1130208.62926256
81000000 1146497.49138236
82000000 1160448.30225784
83000000 1169859.98699778
84000000 1180136.2360816
85000000 1189511.80771894
86000000 1196656.99595298
87000000 1216428.12910908
88000000 1228848.48774787
89000000 1233773.58275649
90000000 1238384.37907598
91000000 1240407.95441159
92000000 1242654.28869835
93000000 1244323.67272524
94000000 1246985.48806474
95000000 1250945.19742652
96000000 1253611.56498041
97000000 1256029.69467375
98000000 1257600.89474898
99000000 1257983.93971661
